type,is_pyramid,units,entry_date,exit_date,entry_price,exit_price,raw_pnl,pnl,holding_days
Long,False,1.0,2025-11-18 06:00:00,2025-11-18 14:00:00,4077.8,4045.6,-32.2,-32.5,0
Long,False,1.0,2025-11-19 22:00:00,2025-11-20 14:00:00,4091.4,4079.9,-11.5,-12.55,1
Long,False,1.0,2025-11-25 14:00:00,2025-11-26 06:00:00,4133.5,4121.8,-11.7,-12.75,1
Long,False,1.0,2025-11-26 14:00:00,2025-11-27 06:00:00,4167.0,4176.4,9.4,8.35,1
Long,True,1.0,2025-11-26 22:00:00,2025-11-27 06:00:00,4185.0,4176.4,-8.6,-9.65,1
Long,False,1.0,2025-11-27 14:00:00,2025-11-27 22:00:00,4198.6,4189.9,-8.7,-9.0,0
Long,False,1.0,2025-11-28 14:00:00,2025-12-02 14:00:00,4191.0,4265.3,74.3,71.0,4
Long,True,1.0,2025-12-01 22:00:00,2025-12-02 14:00:00,4270.2,4265.3,-4.9,-5.95,1
Long,False,1.0,2025-12-03 06:00:00,2025-12-03 14:00:00,4250.8,4241.6,-9.2,-9.5,0
Long,False,1.0,2025-12-03 22:00:00,2025-12-04 14:00:00,4239.1,4234.5,-4.6,-5.65,1
Long,False,1.0,2025-12-05 06:00:00,2025-12-08 14:00:00,4231.2,4228.1,-3.1,-5.65,3
Long,True,1.5,2025-12-05 14:00:00,2025-12-08 14:00:00,4239.5,4228.1,-11.4,-20.92,3
Long,False,1.0,2025-12-08 22:00:00,2025-12-09 06:00:00,4245.4,4225.3,-20.1,-21.15,1
Long,False,1.0,2025-12-10 06:00:00,2025-12-10 22:00:00,4233.7,4235.2,1.5,1.2,0
Long,True,1.5,2025-12-10 14:00:00,2025-12-10 22:00:00,4237.5,4235.2,-2.3,-3.9,0
Long,False,1.0,2025-12-11 14:00:00,2025-12-11 22:00:00,4258.3,4241.3,-17.0,-17.3,0
Long,False,1.0,2025-12-12 06:00:00,2025-12-15 14:00:00,4257.9,4330.0,72.1,69.55,3
Long,True,1.5,2025-12-12 14:00:00,2025-12-15 14:00:00,4309.1,4330.0,20.9,27.52,3
Long,False,1.0,2025-12-15 22:00:00,2025-12-16 06:00:00,4376.1,4355.3,-20.8,-21.85,1
Long,False,1.0,2025-12-17 06:00:00,2025-12-17 14:00:00,4355.9,4333.5,-22.4,-22.7,0
Long,False,1.0,2025-12-17 22:00:00,2025-12-18 22:00:00,4359.3,4364.0,4.7,3.65,1
Long,True,1.5,2025-12-18 14:00:00,2025-12-18 22:00:00,4371.5,4364.0,-7.5,-11.7,0
Long,False,1.0,2025-12-19 14:00:00,2025-12-19 22:00:00,4363.6,4355.0,-8.6,-8.9,0
Long,False,1.0,2025-12-20 06:00:00,2025-12-24 06:00:00,4363.4,4475.1,111.7,108.4,4
Long,True,1.5,2025-12-22 22:00:00,2025-12-24 06:00:00,4451.9,4475.1,23.2,32.1,2
Long,False,1.0,2025-12-24 14:00:00,2025-12-25 06:00:00,4516.7,4491.8,-24.9,-25.95,1
Long,True,1.5,2025-12-24 22:00:00,2025-12-25 06:00:00,4520.6,4491.8,-28.8,-44.78,1
Long,False,1.0,2025-12-26 14:00:00,2025-12-29 22:00:00,4523.5,4495.7,-27.8,-30.35,3
Long,False,1.0,2026-01-05 22:00:00,2026-01-07 22:00:00,4429.9,4454.4,24.5,22.7,2
Long,True,1.0,2026-01-07 14:00:00,2026-01-07 22:00:00,4505.4,4454.4,-51.0,-51.3,0
Long,False,1.0,2026-01-08 14:00:00,2026-01-08 22:00:00,4467.1,4441.4,-25.7,-26.0,0
Long,False,1.0,2026-01-09 14:00:00,2026-01-09 22:00:00,4489.3,4483.3,-6.0,-6.3,0
Long,False,1.0,2026-01-10 06:00:00,2026-01-13 14:00:00,4503.4,4610.0,106.6,104.05,3
Long,False,1.0,2026-01-14 06:00:00,2026-01-14 14:00:00,4638.5,4594.3,-44.2,-44.5,0
Long,False,1.0,2026-01-14 22:00:00,2026-01-15 06:00:00,4644.7,4624.4,-20.3,-21.35,1
Long,False,1.0,2026-01-15 14:00:00,2026-01-15 22:00:00,4635.7,4614.9,-20.8,-21.1,0
Long,False,1.0,2026-01-16 06:00:00,2026-01-16 22:00:00,4614.8,4601.5,-13.3,-13.6,0
Long,False,1.0,2026-01-17 06:00:00,2026-01-19 14:00:00,4611.4,4633.7,22.3,20.5,2
Long,False,1.0,2026-01-19 22:00:00,2026-01-20 06:00:00,4683.3,4671.5,-11.8,-12.85,1
Long,False,1.0,2026-01-20 14:00:00,2026-01-22 14:00:00,4677.9,4836.2,158.3,156.5,2
Long,True,1.5,2026-01-21 14:00:00,2026-01-22 14:00:00,4767.5,4836.2,68.7,101.47,1
Long,False,1.0,2026-01-23 06:00:00,2026-01-24 06:00:00,4836.7,4943.6,106.9,105.85,1
Long,True,1.5,2026-01-23 14:00:00,2026-01-24 06:00:00,4940.0,4943.6,3.6,3.83,1
Long,False,1.0,2026-01-26 14:00:00,2026-01-27 14:00:00,5013.4,5005.5,-7.9,-8.95,1
Long,True,1.5,2026-01-26 22:00:00,2026-01-27 14:00:00,5074.5,5005.5,-69.0,-105.07,1
Long,False,1.0,2026-01-27 22:00:00,2026-01-28 06:00:00,5081.4,5049.2,-32.2,-33.25,1
Long,False,1.0,2026-01-28 14:00:00,2026-01-30 06:00:00,5179.0,5525.3,346.3,344.5,2
Long,True,1.5,2026-01-28 22:00:00,2026-01-30 06:00:00,5263.2,5525.3,262.1,390.45,2
Long,False,1.0,2026-02-04 22:00:00,2026-02-05 06:00:00,5098.0,5007.3,-90.7,-91.75,1
Long,False,1.0,2026-02-09 22:00:00,2026-02-10 22:00:00,5052.5,5045.7,-6.8,-7.85,1
Long,True,1.0,2026-02-10 14:00:00,2026-02-10 22:00:00,5084.3,5045.7,-38.6,-38.9,0
Long,False,1.0,2026-02-11 06:00:00,2026-02-11 14:00:00,5062.0,5048.0,-14.0,-14.3,0
Long,False,1.0,2026-02-11 22:00:00,2026-02-12 06:00:00,5088.4,5082.0,-6.4,-7.45,1
Long,False,1.0,2026-02-12 14:00:00,2026-02-12 22:00:00,5107.3,5080.9,-26.4,-26.7,0
Long,False,1.0,2026-02-13 22:00:00,2026-02-16 22:00:00,4985.9,5013.3,27.4,24.85,3
Long,False,1.0,2026-02-17 14:00:00,2026-02-17 22:00:00,5015.2,4928.5,-86.7,-87.0,0
Long,False,1.0,2026-02-19 06:00:00,2026-02-19 14:00:00,5012.1,4993.7,-18.4,-18.7,0
Long,False,1.0,2026-02-19 22:00:00,2026-02-20 06:00:00,5036.5,5025.2,-11.3,-12.35,1
Long,False,1.0,2026-02-20 22:00:00,2026-02-24 22:00:00,5040.3,5193.0,152.7,149.4,4
Long,True,1.5,2026-02-23 22:00:00,2026-02-24 22:00:00,5167.4,5193.0,25.6,36.83,1
Long,False,1.0,2026-02-25 14:00:00,2026-02-26 06:00:00,5160.0,5209.3,49.3,48.25,1
Long,False,1.0,2026-02-26 22:00:00,2026-02-27 06:00:00,5210.2,5180.7,-29.5,-30.55,1
Long,False,1.0,2026-02-27 14:00:00,2026-03-03 06:00:00,5201.9,5346.1,144.2,140.9,4
Long,True,1.5,2026-03-02 22:00:00,2026-03-03 06:00:00,5401.7,5346.1,-55.6,-84.97,1
Long,False,1.0,2026-03-11 06:00:00,2026-03-11 14:00:00,5215.4,5194.0,-21.4,-21.7,0
Long,False,1.0,2026-03-11 22:00:00,2026-03-12 06:00:00,5207.2,5184.0,-23.2,-24.25,1
Short,False,1.0,2026-03-19 14:00:00,2026-03-31 22:00:00,4828.0,4596.7,231.3,234.24,12
Short,False,1.0,2026-04-02 22:00:00,2026-04-03 06:00:00,4621.8,4672.7,-50.9,-50.93,1
Short,False,1.0,2026-04-06 22:00:00,2026-04-07 06:00:00,4678.7,4707.4,-28.7,-28.73,1
Short,False,1.0,2026-04-07 14:00:00,2026-04-08 06:00:00,4678.6,4668.5,10.1,10.07,1
Short,False,1.0,2026-04-09 06:00:00,2026-04-10 06:00:00,4803.7,4790.0,13.7,13.67,1
Short,False,1.0,2026-04-10 22:00:00,2026-04-11 06:00:00,4790.0,4799.1,-9.1,-9.13,1
Short,False,1.0,2026-04-13 14:00:00,2026-04-14 06:00:00,4710.0,4753.2,-43.2,-43.23,1
Short,False,1.0,2026-04-15 22:00:00,2026-04-16 06:00:00,4843.4,4851.7,-8.3,-8.33,1
Short,False,1.0,2026-04-16 14:00:00,2026-04-16 22:00:00,4813.6,4843.6,-30.0,-30.3,0
Short,False,1.0,2026-04-17 06:00:00,2026-04-17 22:00:00,4815.8,4815.9,-0.1,-0.4,0
Short,False,1.0,2026-04-20 14:00:00,2026-04-21 06:00:00,4811.8,4838.8,-27.0,-27.03,1
Short,False,1.0,2026-04-21 22:00:00,2026-05-06 22:00:00,4802.6,4673.9,128.7,132.45,15
Short,True,1.0,2026-04-24 14:00:00,2026-05-06 22:00:00,4715.6,4673.9,41.7,44.64,12
Short,False,1.0,2026-05-07 14:00:00,2026-05-07 22:00:00,4702.2,4709.5,-7.3,-7.6,0
Short,False,1.0,2026-05-08 14:00:00,2026-05-08 22:00:00,4682.5,4736.5,-54.0,-54.3,0
Short,False,1.0,2026-05-11 14:00:00,2026-05-12 06:00:00,4690.0,4745.7,-55.7,-55.73,1
Short,False,1.0,2026-05-12 14:00:00,2026-05-13 14:00:00,4745.3,4722.3,23.0,22.97,1
Short,False,1.0,2026-05-13 22:00:00,2026-05-14 14:00:00,4711.8,4696.8,15.0,14.97,1
Short,False,1.0,2026-05-14 22:00:00,2026-05-29 14:00:00,4696.2,4527.6,168.6,172.35,15
Short,True,1.0,2026-05-18 22:00:00,2026-05-29 14:00:00,4534.3,4527.6,6.7,9.37,11
Short,False,1.0,2026-06-01 22:00:00,2026-06-02 14:00:00,4548.1,4515.8,32.3,32.27,1
Short,False,1.0,2026-06-03 06:00:00,2026-06-05 06:00:00,4532.0,4523.4,8.6,8.84,2
Short,False,1.0,2026-06-05 14:00:00,2026-06-15 22:00:00,4503.0,4331.5,171.5,173.9,10
Short,True,1.5,2026-06-08 22:00:00,2026-06-15 22:00:00,4317.5,4331.5,-14.0,-18.62,7
Short,False,1.0,2026-06-16 14:00:00,2026-06-17 06:00:00,4331.3,4352.5,-21.2,-21.23,1
Short,False,1.0,2026-06-17 22:00:00,2026-06-18 06:00:00,4346.5,4359.6,-13.1,-13.13,1
Short,False,1.0,2026-06-18 14:00:00,2026-06-18 22:00:00,4275.1,4328.4,-53.3,-53.6,0
Short,False,1.0,2026-06-19 06:00:00,2026-07-03 06:00:00,4275.3,4149.6,125.7,129.18,14
Short,True,1.5,2026-06-23 14:00:00,2026-07-03 06:00:00,4210.8,4149.6,61.2,95.4,10
Short,False,1.0,2026-07-03 14:00:00,2026-07-03 22:00:00,4138.0,4183.9,-45.9,-46.2,0
Short,False,1.0,2026-07-04 06:00:00,2026-07-06 14:00:00,4176.6,4187.5,-10.9,-10.66,2
Short,False,1.0,2026-07-06 22:00:00,2026-07-07 14:00:00,4159.5,4176.4,-16.9,-16.93,1
Short,False,1.0,2026-07-07 22:00:00,2026-07-08 06:00:00,4135.0,4169.7,-34.7,-34.73,1
Short,False,1.0,2026-07-08 14:00:00,2026-07-08 22:00:00,4106.5,4138.8,-32.3,-32.6,0
Short,False,1.0,2026-07-09 06:00:00,2026-07-10 06:00:00,4081.1,4131.3,-50.2,-50.23,1
Short,False,1.0,2026-07-10 22:00:00,2026-07-13 14:00:00,4125.5,4106.6,18.9,19.41,3
Short,False,1.0,2026-07-13 22:00:00,2026-07-21 22:00:00,4061.9,4066.0,-4.1,-2.24,8
Short,True,1.0,2026-07-14 14:00:00,2026-07-21 22:00:00,4005.9,4066.0,-60.1,-58.51,7
Short,False,1.0,2026-07-22 06:00:00,2026-07-22 14:00:00,4057.5,4084.7,-27.2,-27.5,0
